Name,Address,City,State,Zip,Last update,Image count,Num bedrooms,Rent,Pets Allowed,Income,Num_of_Households
2111 Hardbower Way,2111 Hardbower Way,Alexandria,VA,22303,3 hrs,Not specified,,2975.0,Contact Management,622878,8680
2337 Huntington Station Ct,2337 Huntington Station Ct,Alexandria,VA,22303,3 hrs,Not specified,,2450.0,Contact Management,622878,8680
3507 Kings Cross Rd,3507 Kings Cross Rd,Alexandria,VA,22303,3 hrs,Not specified,,3295.0,Contact Management,622878,8680
2451 Midtown Ave Unit 1115,2451 Midtown Ave Unit 1115,Alexandria,VA,22303,3 hrs,Not specified,,2300.0,Contact Management,622878,8680
2451 Midtown Ave Unit 823,2451 Midtown Ave Unit 823,Alexandria,VA,22303,3 hrs,Not specified,,1600.0,Contact Management,622878,8680
2451 Midtown Ave Unit 921,2451 Midtown Ave Unit 921,Alexandria,VA,22303,3 hrs,Not specified,,1550.0,Contact Management,622878,8680
5902 Mount Eagle Dr Unit 1505,5902 Mount Eagle Dr Unit 1505,Alexandria,VA,22303,3 hrs,Not specified,,2145.0,Contact Management,622878,8680
5902 Mount Eagle Dr Unit 1017,5902 Mount Eagle Dr Unit 1017,Alexandria,VA,22303,3 hrs,Not specified,,1650.0,Contact Management,622878,8680
5904 Mount Eagle Dr Unit 616,5904 Mount Eagle Dr Unit 616,Alexandria,VA,22303,3 hrs,Not specified,,2175.0,Contact Management,622878,8680
5901 Mount Eagle Dr Unit 301,5901 Mount Eagle Dr Unit 301,Alexandria,VA,22303,3 hrs,Not specified,,1795.0,Contact Management,622878,8680
5901 Mount Eagle Dr Unit 611,5901 Mount Eagle Dr Unit 611,Alexandria,VA,22303,3 hrs,Not specified,,1695.0,Contact Management,622878,8680
5901 Mount Eagle Dr Unit 204,5901 Mount Eagle Dr Unit 204,Alexandria,VA,22303,3 hrs,Not specified,,2475.0,Contact Management,622878,8680
5903 Mount Eagle Dr Unit 506,5903 Mount Eagle Dr Unit 506,Alexandria,VA,22303,3 hrs,Not specified,,1875.0,Contact Management,622878,8680
2338 Huntington Station Ct,2338 Huntington Station Ct,Alexandria,VA,22303,3 hrs,Not specified,,2450.0,Contact Management,622878,8680
2632 Wagon Dr,2632 Wagon Dr,Alexandria,VA,22303,1 day,Not specified,,1750.0,Contact Management,622878,8680
2053 Blunt Ln,2053 Blunt Ln,Alexandria,VA,22303,2 days,Not specified,,3100.0,Contact Management,622878,8680
Jefferson Gardens,5877 Monticello Rd, Alexandria,VA,22303,2 wks,Not specified,1.0,1400.0,Contact Management,622878,8680
The Beacon of Groveton,6870 Richmond Hwy, Alexandria,VA,22306,3 hrs,27,2.0,2630.0,Yes,996617,16370
Creekside Village,7979 Janna Lee Ave, Alexandria,VA,22306,1 wk,51,3.0,1589.0,Yes,996617,16370
Lafayette Apartments,7136 Groveton Gardens Rd, Alexandria,VA,22306,2 wks,37,3.0,1367.0,Contact Management,996617,16370
Beacon Hill,3100 Southgate Dr, Alexandria,VA,22306,2 wks,37,2.0,1950.0,Contact Management,996617,16370
Cherry Arms,7131 Richmond Hwy, Alexandria,VA,22306,10 hrs,Not specified,3.0,1809.0,Contact Management,996617,16370
Mount Vernon Square Apartments,2722 Arlington Dr, Alexandria,VA,22306,1 day,Not specified,3.0,2170.0,Contact Management,996617,16370
Meadow Woods,3308 Lockheed Blvd, Alexandria,VA,22306,2 wks,Not specified,2.0,1588.0,Contact Management,996617,16370
7064 Huntley Run Pl Unit 102B,7064 Huntley Run Pl Unit 102B,Alexandria,VA,22306,2 hrs,Not specified,,2300.0,Contact Management,996617,16370
7113 Coventry Rd,7113 Coventry Rd,Alexandria,VA,22306,3 hrs,Not specified,,2590.0,Contact Management,996617,16370
6516 Hillside Ln,6516 Hillside Ln,Alexandria,VA,22306,3 hrs,Not specified,,2250.0,Contact Management,996617,16370
3707 Huntley Meadows Ln,3707 Huntley Meadows Ln,Alexandria,VA,22306,3 hrs,Not specified,,2495.0,Contact Management,996617,16370
7572 Grey Goose Way,7572 Grey Goose Way,Alexandria,VA,22306,3 hrs,Not specified,,2295.0,Contact Management,996617,16370
7524 Snowpea Ct Unit 10,7524 Snowpea Ct Unit 10,Alexandria,VA,22306,3 hrs,Not specified,,1650.0,Contact Management,996617,16370
6431 Richmond Hwy Unit 304,6431 Richmond Hwy Unit 304,Alexandria,VA,22306,3 hrs,Not specified,,1300.0,Contact Management,996617,16370
7734 Schelhorn Rd,7734 Schelhorn Rd,Alexandria,VA,22306,3 hrs,Not specified,,2200.0,Contact Management,996617,16370
2601 Popkins Ln,2601 Popkins Ln,Alexandria,VA,22306,3 hrs,Not specified,3.0,2100.0,Contact Management,996617,16370
7146 Huntley Creek Pl,7146 Huntley Creek Pl,Alexandria,VA,22306,3 hrs,Not specified,,2300.0,Contact Management,996617,16370
2993 Huntington Grove Sq,2993 Huntington Grove Sq,Alexandria,VA,22306,3 hrs,Not specified,,2500.0,Contact Management,996617,16370
7713 White Heron Trl,7713 White Heron Trl,Alexandria,VA,22306,3 hrs,Not specified,,2200.0,Contact Management,996617,16370
7984 Audubon Ave Unit B4,7984 Audubon Ave Unit B4,Alexandria,VA,22306,3 hrs,Not specified,,1350.0,Contact Management,996617,16370
7334 Tavenner Ln Unit 3B,7334 Tavenner Ln Unit 3B,Alexandria,VA,22306,3 hrs,Not specified,,1395.0,Contact Management,996617,16370
1913 Courtland Rd,1913 Courtland Rd,Alexandria,VA,22306,3 hrs,Not specified,,2400.0,Contact Management,996617,16370
8276 Clifton Farm Ct,8276 Clifton Farm Ct,Alexandria,VA,22306,3 hrs,Not specified,,2250.0,Contact Management,996617,16370
7515 Snowpea Ct Unit 166,7515 Snowpea Ct Unit 166,Alexandria,VA,22306,3 hrs,Not specified,,1775.0,Contact Management,996617,16370
7064 Huntley Run Pl,7064 Huntley Run Pl,Alexandria,VA,22306,1 day,Not specified,,2300.0,Contact Management,996617,16370
7510 Snowpea Ct,7510 Snowpea Ct,Alexandria,VA,22306,1 day,Not specified,2.0,1680.0,Contact Management,996617,16370
2406 Daphne Ln,2406 Daphne Ln,Alexandria,VA,22306,1 day,Not specified,4.0,3000.0,Contact Management,996617,16370
Holly Court Apartments,7301 Jon Paul Dr, Alexandria,VA,22306,2 wks,Not specified,1.0,1100.0,Contact Management,996617,16370
The Frasier,615 Swann Ave, Alexandria,VA,22301,New,21,2.0,3228.0,Yes,941402,6420
Station 650,650 Potomac Ave, Alexandria,VA,22301,New,50,2.0,2766.0,Yes,941402,6420
Bell Del Ray,625 E Monroe Ave, Alexandria,VA,22301,4 hrs,58,2.0,3327.0,Contact Management,941402,6420
Notch 8,2900 Main Line Blvd, Alexandria,VA,22301,New,53,2.0,2985.0,Contact Management,941402,6420
The Gardens at Del Ray,4 E Cliff St, Alexandria,VA,22301,2 wks,Not specified,2.0,1650.0,Contact Management,941402,6420
2705 Mt Vernon Ave Unit 5,2705 Mt Vernon Ave Unit 5,Alexandria,VA,22301,1 wk,Not specified,2.0,1950.0,Contact Management,941402,6420
2703 Mt Vernon Ave Unit 4,2703 Mt Vernon Ave Unit 4,Alexandria,VA,22301,1 wk,Not specified,1.0,1550.0,Contact Management,941402,6420
511 E Windsor Ave,511 E Windsor Ave,Alexandria,VA,22301,2 hrs,Not specified,,2600.0,Contact Management,941402,6420
531 E Bellefonte Ave,531 E Bellefonte Ave,Alexandria,VA,22301,3 hrs,Not specified,,2195.0,Contact Management,941402,6420
309 Adams Ave,309 Adams Ave,Alexandria,VA,22301,3 hrs,Not specified,,2200.0,Contact Management,941402,6420
233 W Mason Ave,233 W Mason Ave,Alexandria,VA,22301,3 hrs,Not specified,,3000.0,Contact Management,941402,6420
508 E Windsor Ave,508 E Windsor Ave,Alexandria,VA,22301,3 hrs,Not specified,,2500.0,Contact Management,941402,6420
6 Sunset Dr Unit 3,6 Sunset Dr Unit 3,Alexandria,VA,22301,3 hrs,Not specified,1.0,1775.0,Contact Management,941402,6420
6 Sunset Dr Unit 2,6 Sunset Dr Unit 2,Alexandria,VA,22301,3 hrs,Not specified,2.0,1775.0,Contact Management,941402,6420
1800 Dewitt Ave Unit C,1800 Dewitt Ave Unit C,Alexandria,VA,22301,3 hrs,Not specified,,1500.0,Contact Management,941402,6420
141 Mount Vernon Ave,141 Mount Vernon Ave,Alexandria,VA,22301,2 days,Not specified,,1775.0,Contact Management,941402,6420
Manor House Apartments,6 E Nelson Ave, Alexandria,VA,22301,1 wk,Not specified,1.0,1690.0,Contact Management,941402,6420
Brenton Court Apartments,400-424 E Glendale Ave, Alexandria,VA,22301,2 wks,Not specified,2.0,1525.0,Contact Management,941402,6420
Glendale Apartments,216 E Glendale Ave, Alexandria,VA,22301,2 wks,Not specified,1.0,1400.0,Contact Management,941402,6420
Commonwealth Crossing,1706 Commonwealth Ave, Alexandria,VA,22301,2 wks,Not specified,2.0,1599.0,Contact Management,941402,6420
800 Carlyle,800 John Carlyle St, Alexandria,VA,22314,New,16,2.0,2993.0,Yes,2747732,18730
The Asher,620 N Fayette St, Alexandria,VA,22314,10 hrs,64,2.0,5392.0,Yes,2747732,18730
Bridgeyard,1204 S Washington St, Alexandria,VA,22314,1 day,37,2.0,2202.0,No,2747732,18730
Parc Meridian at Eisenhower Station,2250 Mill Rd, Alexandria,VA,22314,1 day,80,3.0,3830.0,Yes,2747732,18730
The Clayborne,820 S Columbus St, Alexandria,VA,22314,3 hrs,21,2.0,4407.0,Contact Management,2747732,18730
Cameron Court,2700 Williamsburg St, Alexandria,VA,22314,3 hrs,48,2.0,3720.0,Contact Management,2747732,18730
1111 Belle Pre,1111 N Belle Pre Way, Alexandria,VA,22314,New,40,2.0,2525.0,Contact Management,2747732,18730
Carlyle Mill,2201 Mill Rd, Alexandria,VA,22314,8 hrs,14,3.0,2540.0,Contact Management,2747732,18730
Mason Hall,1420 W Abingdon Dr, Alexandria,VA,22314,10 hrs,41,2.0,2185.0,Contact Management,2747732,18730
Post Carlyle Square,501 Holland Ln, Alexandria,VA,22314,10 hrs,85,3.0,5270.0,Contact Management,2747732,18730
Meridian at Eisenhower,2351 Eisenhower Ave, Alexandria,VA,22314,New,58,2.0,3250.0,Contact Management,2747732,18730
Carlyle Place,2251 Eisenhower Ave, Alexandria,VA,22314,New,40,3.0,4260.0,Contact Management,2747732,18730
Meridian at Carlyle,401 Holland Ln, Alexandria,VA,22314,New,36,2.0,3220.0,Contact Management,2747732,18730
Meridian at Braddock Station,1200 1st St, Alexandria,VA,22314,New,68,2.0,3360.0,Contact Management,2747732,18730
The Kingsley,500 Madison St, Alexandria,VA,22314,New,Not specified,2.0,4466.0,Contact Management,2747732,18730
Heritage at Old Town,431 S Columbus St, Alexandria,VA,22314,1 day,Not specified,2.0,1699.0,Contact Management,2747732,18730
The Bradley,1260 Braddock Pl, Alexandria,VA,22314,1 day,Not specified,2.0,3605.0,Contact Management,2747732,18730
Monticello-Lee,620 Jefferson St, Alexandria,VA,22314,2 wks,Not specified,1.0,1674.0,Contact Management,2747732,18730
The Colecroft Community,1400 Oronoco St, Alexandria,VA,22314,2 wks,Not specified,3.0,3750.0,Contact Management,2747732,18730
Carydale East Apartments,2727 Duke St, Alexandria,VA,22314,2 wks,Not specified,3.0,1555.0,Contact Management,2747732,18730
206 Skyhill Rd Unit 4,206 Skyhill Rd Unit 4,Alexandria,VA,22314,New,Not specified,,1650.0,Contact Management,2747732,18730
545 E Braddock Rd Unit 203,545 E Braddock Rd Unit 203,Alexandria,VA,22314,New,Not specified,2.0,2300.0,Contact Management,2747732,18730
402 N Alfred St,402 N Alfred St,Alexandria,VA,22314,1 wk,Not specified,2.0,2250.0,Contact Management,2747732,18730
113 S St Asaph St,113 S St Asaph St,Alexandria,VA,22314,1 wk,Not specified,,2475.0,Contact Management,2747732,18730
715 S Washington St Unit A24,715 S Washington St Unit A24,Alexandria,VA,22314,2 wks,Not specified,,1550.0,Contact Management,2747732,18730
1620 W Abingdon Dr Unit B,1620 W Abingdon Dr Unit B,Alexandria,VA,22314,2 wks,Not specified,,1600.0,Contact Management,2747732,18730
515 N Washington St,515 N Washington St,Alexandria,VA,22314,2 wks,Not specified,1.0,2800.0,Contact Management,2747732,18730
910 N Columbus St,910 N Columbus St,Alexandria,VA,22314,2 wks,Not specified,,2300.0,Contact Management,2747732,18730
717 Bracey Ln,717 Bracey Ln,Alexandria,VA,22314,2 hrs,Not specified,,4000.0,Contact Management,2747732,18730
712 N Columbus St,712 N Columbus St,Alexandria,VA,22314,2 hrs,Not specified,,3300.0,Contact Management,2747732,18730
810 Prince St,810 Prince St,Alexandria,VA,22314,2 hrs,Not specified,2.0,2200.0,Contact Management,2747732,18730
533 Colecroft Ct,533 Colecroft Ct,Alexandria,VA,22314,3 hrs,Not specified,,3100.0,Contact Management,2747732,18730
1421 Oronoco St,1421 Oronoco St,Alexandria,VA,22314,3 hrs,Not specified,,2200.0,Contact Management,2747732,18730
500 Colecroft Ct,500 Colecroft Ct,Alexandria,VA,22314,3 hrs,Not specified,,3100.0,Contact Management,2747732,18730
309 Holland Ln Unit 235,309 Holland Ln Unit 235,Alexandria,VA,22314,3 hrs,Not specified,,2500.0,Contact Management,2747732,18730
1608 Boyle St,1608 Boyle St,Alexandria,VA,22314,3 hrs,Not specified,,2250.0,Contact Management,2747732,18730
2181 Jamieson Ave Unit 1903,2181 Jamieson Ave Unit 1903,Alexandria,VA,22314,3 hrs,Not specified,,3900.0,Contact Management,2747732,18730
922 S Washington St Unit 211,922 S Washington St Unit 211,Alexandria,VA,22314,3 hrs,Not specified,,1695.0,Contact Management,2747732,18730
211 N Alfred St,211 N Alfred St,Alexandria,VA,22314,3 hrs,Not specified,,4500.0,Contact Management,2747732,18730
1205 Gibbon St,1205 Gibbon St,Alexandria,VA,22314,3 hrs,Not specified,,2195.0,Contact Management,2747732,18730
2050 Jamieson Ave Unit 1211,2050 Jamieson Ave Unit 1211,Alexandria,VA,22314,3 hrs,Not specified,,1975.0,Contact Management,2747732,18730
105 Wolfe St,105 Wolfe St,Alexandria,VA,22314,3 hrs,Not specified,,3950.0,Contact Management,2747732,18730
1606 Hunting Creek Dr,1606 Hunting Creek Dr,Alexandria,VA,22314,3 hrs,Not specified,,2500.0,Contact Management,2747732,18730
1870 Carpenter Rd,1870 Carpenter Rd,Alexandria,VA,22314,3 hrs,Not specified,,4500.0,Contact Management,2747732,18730
2181 Jamieson Ave Unit 1708,2181 Jamieson Ave Unit 1708,Alexandria,VA,22314,3 hrs,Not specified,,2700.0,Contact Management,2747732,18730
1115 Cameron St Unit 309,1115 Cameron St Unit 309,Alexandria,VA,22314,3 hrs,Not specified,,2995.0,Contact Management,2747732,18730
322 N Royal St,322 N Royal St,Alexandria,VA,22314,3 hrs,Not specified,,3500.0,Contact Management,2747732,18730
1308 Oronoco St,1308 Oronoco St,Alexandria,VA,22314,New,Not specified,,2225.0,Contact Management,2747732,18730
621 N Saint Asaph St Unit 204,621 N Saint Asaph St Unit 204,Alexandria,VA,22314,3 hrs,Not specified,,2800.0,Contact Management,2747732,18730
501 Slaters Ln Unit 611,501 Slaters Ln Unit 611,Alexandria,VA,22314,3 hrs,Not specified,,2250.0,Contact Management,2747732,18730
519 Bashford Ln Unit 2,519 Bashford Ln Unit 2,Alexandria,VA,22314,3 hrs,Not specified,,1250.0,Contact Management,2747732,18730
622 N Patrick St,622 N Patrick St,Alexandria,VA,22314,3 hrs,Not specified,,2995.0,Contact Management,2747732,18730
400 Madison St Unit 1210,400 Madison St Unit 1210,Alexandria,VA,22314,3 hrs,Not specified,,2290.0,Contact Management,2747732,18730
1109 N Pitt St Unit 2A,1109 N Pitt St Unit 2A,Alexandria,VA,22314,3 hrs,Not specified,,1875.0,Contact Management,2747732,18730
607 S Columbus St,607 S Columbus St,Alexandria,VA,22314,3 hrs,Not specified,,2775.0,Contact Management,2747732,18730
1110 Dartmouth Rd,1110 Dartmouth Rd,Alexandria,VA,22314,3 hrs,Not specified,,3900.0,Contact Management,2747732,18730
420 1/2 N Saint Asaph St,420 1/2 N Saint Asaph St,Alexandria,VA,22314,3 hrs,Not specified,,1800.0,Contact Management,2747732,18730
504 S Alfred St,504 S Alfred St,Alexandria,VA,22314,3 hrs,Not specified,,3200.0,Contact Management,2747732,18730
801 S Pitt St Unit 612,801 S Pitt St Unit 612,Alexandria,VA,22314,3 hrs,Not specified,0.0,1250.0,Contact Management,2747732,18730
525 N Fayette St Unit 322,525 N Fayette St Unit 322,Alexandria,VA,22314,4 hrs,Not specified,,2100.0,Contact Management,2747732,18730
1231 Quaker Hill Dr,1231 Quaker Hill Dr,Alexandria,VA,22314,4 hrs,Not specified,,2300.0,Contact Management,2747732,18730
601 Wilkes St,601 Wilkes St,Alexandria,VA,22314,7 hrs,Not specified,,2375.0,Contact Management,2747732,18730
1115 Cameron St,1115 Cameron St,Alexandria,VA,22314,8 hrs,Not specified,,2995.0,Contact Management,2747732,18730
1608 W Abingdon Dr,1608 W Abingdon Dr,Alexandria,VA,22314,11 hrs,Not specified,,1500.0,Contact Management,2747732,18730
503 S Patrick St,503 S Patrick St,Alexandria,VA,22314,1 day,Not specified,,2475.0,Contact Management,2747732,18730
2801 Seay St,2801 Seay St,Alexandria,VA,22314,1 day,Not specified,,1525.0,Contact Management,2747732,18730
545 E Braddock Rd,545 E Braddock Rd,Alexandria,VA,22314,New,Not specified,,2300.0,Contact Management,2747732,18730
820 S Washington St,820 S Washington St,Alexandria,VA,22314,1 day,Not specified,,1495.0,Contact Management,2747732,18730
908 Princess St,908 Princess St,Alexandria,VA,22314,1 day,Not specified,,5910.0,Contact Management,2747732,18730
1615 Princess St Unit 1,1615 Princess St Unit 1,Alexandria,VA,22314,1 day,Not specified,,3660.0,Contact Management,2747732,18730
2050 Jamieson Ave Unit 1306,2050 Jamieson Ave Unit 1306,Alexandria,VA,22314,1 day,Not specified,,3750.0,Contact Management,2747732,18730
908 Princess St,908 Princess St,Alexandria,VA,22314,1 day,Not specified,,3420.0,Contact Management,2747732,18730
503 N Payne St,503 N Payne St,Alexandria,VA,22314,1 day,Not specified,,4950.0,Contact Management,2747732,18730
136 Cambridge Rd,136 Cambridge Rd,Alexandria,VA,22314,2 wks,Not specified,,2295.0,Contact Management,2747732,18730
The Heritage,900 Wolfe St, Alexandria,VA,22314,2 wks,Not specified,2.0,1595.0,Contact Management,2747732,18730
Mason Gardens Apartments,2327 Duke St, Alexandria,VA,22314,2 wks,Not specified,3.0,2050.0,Contact Management,2747732,18730
Town Square at Mark Center,1459 N Beauregard St, Alexandria,VA,22311,New,13,3.0,2335.0,Yes,637930,10290
The Graham at Southern Towers,5021 Seminary Rd, Alexandria,VA,22311,4 hrs,15,3.0,2840.0,Contact Management,637930,10290
Southern Towers,4901 Seminary Rd, Alexandria,VA,22311,4 hrs,11,3.0,2785.0,Contact Management,637930,10290
Newport Village,4757 W Braddock Rd, Alexandria,VA,22311,9 hrs,11,3.0,2992.0,Contact Management,637930,10290
Lynbrook and MeadowCreek,5411 A Sheffield Ct, Alexandria,VA,22311,10 hrs,Not specified,3.0,2875.0,Contact Management,637930,10290
Hermitage Hill,2246 N Beauregard St, Alexandria,VA,22311,1 day,Not specified,3.0,2230.0,Contact Management,637930,10290
4551 Strutfield Ln Unit 4416,4551 Strutfield Ln Unit 4416,Alexandria,VA,22311,1 day,Not specified,,1499.0,Contact Management,637930,10290
4551 Strutfield Ln Unit 4336,4551 Strutfield Ln Unit 4336,Alexandria,VA,22311,2 wks,Not specified,,1775.0,Contact Management,637930,10290
5740 Drake Ct Unit A,5740 Drake Ct Unit A,Alexandria,VA,22311,2 wks,Not specified,1.0,1180.0,Contact Management,637930,10290
4551 Strutfield Ln Unit 4310,4551 Strutfield Ln Unit 4310,Alexandria,VA,22311,2 hrs,Not specified,,1580.0,Contact Management,637930,10290
5005 Domain Pl,5005 Domain Pl,Alexandria,VA,22311,3 hrs,Not specified,,2200.0,Contact Management,637930,10290
4551 Strutfield Ln Unit 4326,4551 Strutfield Ln Unit 4326,Alexandria,VA,22311,New,Not specified,,1990.0,Contact Management,637930,10290
2511 Gadsby Pl,2511 Gadsby Pl,Alexandria,VA,22311,3 hrs,Not specified,,3495.0,Contact Management,637930,10290
5113 Bellemeade Ln,5113 Bellemeade Ln,Alexandria,VA,22311,3 hrs,Not specified,,2950.0,Contact Management,637930,10290
2562 Nicky Ln,2562 Nicky Ln,Alexandria,VA,22311,3 hrs,Not specified,,2200.0,Contact Management,637930,10290
5319 Fillmore Ave,5319 Fillmore Ave,Alexandria,VA,22311,New,Not specified,,2400.0,Contact Management,637930,10290
4662 W Braddock Rd,4662 W Braddock Rd,Alexandria,VA,22311,3 hrs,Not specified,,2700.0,Contact Management,637930,10290
5614 Harding Ave,5614 Harding Ave,Alexandria,VA,22311,3 hrs,Not specified,,2250.0,Contact Management,637930,10290
Stoneridge at Mark Center,5816 Merton Ct, Alexandria,VA,22311,10 hrs,Not specified,2.0,3175.0,Contact Management,637930,10290
4666 Kirkland Pl,4666 Kirkland Pl,Alexandria,VA,22311,1 day,Not specified,,2500.0,Contact Management,637930,10290
Reserve at Potomac Yard,3700 Jefferson Davis Hwy, Alexandria,VA,22305,8 hrs,20,2.0,2020.0,Yes,689627,8350
DelRay Tower,3110 Mount Vernon Ave, Alexandria,VA,22305,New,11,2.0,6571.0,Yes,689627,8350
Eaton Square At Arlington Ridge,801 4 Mile Rd, Alexandria,VA,22305,3 hrs,82,2.0,1736.0,Contact Management,689627,8350
Lloyd Apartments,800-802 Tennessee Ave, Alexandria,VA,22305,5 hrs,18,1.0,1309.0,Contact Management,689627,8350
Del Ray Central,3051-3061 Mount Vernon Ave, Alexandria,VA,22305,1 day,55,2.0,2995.0,Contact Management,689627,8350
Park Vue of Alexandria,511 4 Mile Rd, Alexandria,VA,22305,1 day,44,2.0,1835.0,Contact Management,689627,8350
The Aspen,3201 Landover St, Alexandria,VA,22305,New,27,2.0,1942.0,Contact Management,689627,8350
